newindex,BaseDateTime,COG,CallSign,Cargo,Draft,Heading,IMO,LAT,LON,Length,MMSI,SOG,Status,VesselName,VesselType,Width,coordinate,datetime,envelope
397,2017-08-14T15:11:11,-61.2,PHAA,,8.2,337.0,IMO9204697,26.60347,-79.88608,100.42,245867000.0,6.6,under way using engine,TRAMPER,1004.0,20.6,POINT (-79.88608000000001 26.60347),2017-08-14 15:11:11,"POLYGON ((-79.90608 26.58347, -79.86608000000001 26.58347, -79.86608000000001 26.62347, -79.90608 26.62347, -79.90608 26.58347))"
398,2017-08-14T15:12:52,19.6,,,,337.0,,26.12783,-80.0662,,354228000.0,0.1,at anchor,,,,POINT (-80.06619999999999 26.12783),2017-08-14 15:12:52,"POLYGON ((-80.08619999999999 26.10783, -80.0462 26.10783, -80.0462 26.14783, -80.08619999999999 26.14783, -80.08619999999999 26.10783))"
399,2017-08-14T15:12:55,59.0,WDH8403,,,511.0,,26.12193,-80.05718,13.62,367657610.0,6.0,,ALL INN,1013.0,,POINT (-80.05718 26.12193),2017-08-14 15:12:55,"POLYGON ((-80.07718 26.10193, -80.03718000000001 26.10193, -80.03718000000001 26.14193, -80.07718 26.14193, -80.07718 26.10193))"
400,2017-08-14T15:11:52,102.1,WDG5366,,,102.0,,25.75485,-80.10804,18.84,366931000.0,8.8,under way using engine,SONNY,1012.0,,POINT (-80.10804 25.75485),2017-08-14 15:11:52,"POLYGON ((-80.12804 25.73485, -80.08804000000001 25.73485, -80.08804000000001 25.77485, -80.12804 25.77485, -80.12804 25.73485))"
401,2017-08-14T15:11:51,159.6,WDI7370,,,511.0,,26.08094,-80.07712,,367728050.0,6.7,,REFLECTION,1019.0,,POINT (-80.07711999999999 26.08094),2017-08-14 15:11:51,"POLYGON ((-80.09711999999999 26.06094, -80.05712 26.06094, -80.05712 26.10094, -80.09711999999999 26.10094, -80.09711999999999 26.06094))"
402,2017-08-16T15:12:01,193.6,WDG9587,90.0,3.4,511.0,IMO8968181,26.01485,-80.0501,44.35,367589310.0,0.1,under way using engine,GO AMERICA,1010.0,10.97,POINT (-80.0501 26.01485),2017-08-16 15:12:01,"POLYGON ((-80.0701 25.99485, -80.0301 25.99485, -80.0301 26.03485, -80.0701 26.03485, -80.0701 25.99485))"
403,2017-08-16T15:13:12,-76.4,WDG9587,90.0,3.4,511.0,IMO8968181,26.01485,-80.05011,44.35,367589310.0,0.1,under way using engine,GO AMERICA,1010.0,10.97,POINT (-80.05011 26.01485),2017-08-16 15:13:12,"POLYGON ((-80.07011 25.99485, -80.03011000000001 25.99485, -80.03011000000001 26.03485, -80.07011 26.03485, -80.07011 25.99485))"
404,2017-08-19T15:12:09,87.4,J8AJ8,70.0,4.6,257.0,IMO7358705,25.79496,-80.09007,76.61,375943000.0,0.2,at anchor,KRISTINA,1004.0,12.3,POINT (-80.09007 25.79496),2017-08-19 15:12:09,"POLYGON ((-80.11006999999999 25.77496, -80.07007 25.77496, -80.07007 25.81496, -80.11006999999999 25.81496, -80.11006999999999 25.77496))"
405,2017-08-19T15:11:29,15.5,J8Y3230,37.0,,14.0,,26.42169,-79.96468,,376377000.0,14.9,under way using engine,TRANQUILITY,1019.0,,POINT (-79.96468 26.42169),2017-08-19 15:11:29,"POLYGON ((-79.98468 26.40169, -79.94468000000001 26.40169, -79.94468000000001 26.44169, -79.98468 26.44169, -79.98468 26.40169))"
406,2017-08-19T15:11:36,0.2,,,,511.0,,26.842940000000002,-79.98886999999998,11.89,338148107.0,2.7,,BULL RUN 2,1019.0,,POINT (-79.98886999999998 26.84294),2017-08-19 15:11:36,"POLYGON ((-80.00886999999997 26.82294, -79.96886999999998 26.82294, -79.96886999999998 26.86294, -80.00886999999997 26.86294, -80.00886999999997 26.82294))"
407,2017-08-19T15:11:43,-120.6,HO4619,73.0,2.3,266.0,IMO9400966,26.04300000000001,-79.94800000000002,59.74,356449000.0,11.4,under way using engine,SEA EXPRESS II,1004.0,11.89,POINT (-79.94800000000002 26.04300000000001),2017-08-19 15:11:43,"POLYGON ((-79.96800000000002 26.02300000000001, -79.92800000000003 26.02300000000001, -79.92800000000003 26.06300000000001, -79.96800000000002 26.06300000000001, -79.96800000000002 26.02300000000001))"
408,2017-08-19T15:12:44,-120.6,HO4619,73.0,2.3,265.0,IMO9400966,26.044,-79.95133,59.74,356449000.0,11.5,under way using engine,SEA EXPRESS II,1004.0,11.89,POINT (-79.95133 26.044),2017-08-19 15:12:44,"POLYGON ((-79.97132999999999 26.024, -79.93133 26.024, -79.93133 26.064, -79.97132999999999 26.064, -79.97132999999999 26.024))"
409,2017-08-19T15:11:59,202.4,KNJK,80.0,13.1,191.0,IMO7816549,26.16133,-80.01326,191.81,303105000.0,2.6,under way using engine,SEABULK TRADER,1024.0,32.36,POINT (-80.01326 26.16133),2017-08-19 15:11:59,"POLYGON ((-80.03326 26.14133, -79.99326000000001 26.14133, -79.99326000000001 26.18133, -80.03326 26.18133, -80.03326 26.14133))"
410,2017-08-19T15:11:06,115.3,D5CV2,,8.0,129.0,IMO9435753,26.72376,-79.87550999999998,138.11,636092457.0,11.9,under way using engine,HHL AMUR,1004.0,21.0,POINT (-79.87550999999998 26.72376),2017-08-19 15:11:06,"POLYGON ((-79.89550999999997 26.70376, -79.85550999999998 26.70376, -79.85550999999998 26.74376, -79.89550999999997 26.74376, -79.89550999999997 26.70376))"
411,2017-08-19T15:12:35,18.9,J8Y3230,37.0,,16.0,,26.426,-79.96315,,376377000.0,14.7,under way using engine,TRANQUILITY,1019.0,,POINT (-79.96315 26.426),2017-08-19 15:12:35,"POLYGON ((-79.98314999999999 26.406, -79.94315 26.406, -79.94315 26.446, -79.98314999999999 26.446, -79.98314999999999 26.406))"
412,2017-08-19T15:12:07,11.1,WDJ4356,,,511.0,,25.85491,-80.10807,10.15,367776920.0,5.3,,EUROPA,1019.0,4.3,POINT (-80.10807 25.85491),2017-08-19 15:12:07,"POLYGON ((-80.12806999999999 25.83491, -80.08807 25.83491, -80.08807 25.87491, -80.12806999999999 25.87491, -80.12806999999999 25.83491))"
413,2017-08-19T15:11:08,184.9,,,,511.0,,25.81806,-80.08335,18.68,338147164.0,19.0,,TIN MAN,1019.0,,POINT (-80.08335 25.81806),2017-08-19 15:11:08,"POLYGON ((-80.10334999999999 25.79806, -80.06335 25.79806, -80.06335 25.83806, -80.10334999999999 25.83806, -80.10334999999999 25.79806))"
414,2017-08-19T15:12:16,114.8,D5CV2,,8.0,128.0,IMO9435753,26.72213,-79.87158000000002,138.11,636092457.0,12.0,under way using engine,HHL AMUR,1004.0,21.0,POINT (-79.87158000000002 26.72213),2017-08-19 15:12:16,"POLYGON ((-79.89158000000002 26.70213, -79.85158000000003 26.70213, -79.85158000000003 26.74213, -79.89158000000002 26.74213, -79.89158000000002 26.70213))"
415,2017-08-19T15:11:49,1.0,WDE5095,80.0,7.0,3.0,IMO9385738,25.962329999999998,-79.99383,45.73,367361960.0,12.9,under way using engine,BROWNSVILLE,1025.0,14.02,POINT (-79.99383 25.96233),2017-08-19 15:11:49,"POLYGON ((-80.01383 25.94233, -79.97383000000001 25.94233, -79.97383000000001 25.98233, -80.01383 25.98233, -80.01383 25.94233))"
416,2017-08-19T15:11:14,32.6,WDF2728,31.0,5.9,125.0,IMO9542568,26.11538,-80.07734,41.15,368515000.0,0.1,at anchor,ACHIEVEMENT,1025.0,12.8,POINT (-80.07734000000001 26.11538),2017-08-19 15:11:14,"POLYGON ((-80.09734 26.09538, -80.05734000000001 26.09538, -80.05734000000001 26.13538, -80.09734 26.13538, -80.09734 26.09538))"
417,2017-08-19T15:11:46,-103.8,V2CX7,70.0,7.4,277.0,IMO9355472,26.01976,-79.98558,139.6,305140000.0,6.8,under way using engine,TUCANA J,1004.0,22.2,POINT (-79.98558 26.01976),2017-08-19 15:11:46,"POLYGON ((-80.00557999999999 25.99976, -79.96558 25.99976, -79.96558 26.03976, -80.00557999999999 26.03976, -80.00557999999999 25.99976))"
418,2017-08-19T15:12:58,0.9,WDE5095,80.0,7.0,3.0,IMO9385738,25.966479999999997,-79.99375,45.73,367361960.0,12.9,under way using engine,BROWNSVILLE,1025.0,14.02,POINT (-79.99375000000001 25.96648),2017-08-19 15:12:58,"POLYGON ((-80.01375 25.94648, -79.97375000000001 25.94648, -79.97375000000001 25.98648, -80.01375 25.98648, -80.01375 25.94648))"
419,2017-08-19T15:12:56,-102.1,V2CX7,70.0,7.4,278.0,IMO9355472,26.02111,-79.98758000000002,139.6,305140000.0,6.9,under way using engine,TUCANA J,1004.0,22.2,POINT (-79.98758000000002 26.02111),2017-08-19 15:12:56,"POLYGON ((-80.00758000000002 26.00111, -79.96758000000003 26.00111, -79.96758000000003 26.04111, -80.00758000000002 26.04111, -80.00758000000002 26.00111))"
420,2017-08-30T16:26:12,-139.2,V7NX9,37.0,,268.0,,26.0938,-80.0904,26.4,538080057.0,8.2,under way using engine,VIVIERAE,1019.0,7.3,POINT (-80.0904 26.0938),2017-08-30 16:26:12,"POLYGON ((-80.1104 26.0738, -80.07040000000001 26.0738, -80.07040000000001 26.1138, -80.1104 26.1138, -80.1104 26.0738))"
421,2017-08-30T16:25:03,-135.9,V7NX9,37.0,,268.0,,26.09375,-80.08752,26.4,538080057.0,8.2,under way using engine,VIVIERAE,1019.0,7.3,POINT (-80.08752 26.09375),2017-08-30 16:25:03,"POLYGON ((-80.10751999999999 26.07375, -80.06752 26.07375, -80.06752 26.11375, -80.10751999999999 26.11375, -80.10751999999999 26.07375))"
422,2017-08-30T16:25:14,182.0,ZCTW8,37.0,2.0,181.0,IMO9461738,26.43818,-80.01621999999998,38.4,319041000.0,14.1,under way using engine,T-ZERO,1019.0,8.11,POINT (-80.01621999999998 26.43818),2017-08-30 16:25:14,"POLYGON ((-80.03621999999997 26.41818, -79.99621999999998 26.41818, -79.99621999999998 26.45818, -80.03621999999997 26.45818, -80.03621999999997 26.41818))"
423,2017-08-31T15:13:06,-185.3,C6DH3,70.0,4.3,125.0,IMO9118018,26.120620000000002,-80.0769,90.6,311000674.0,0.0,under way using engine,CHARLOTTE,1004.0,13.75,POINT (-80.07689999999999 26.12062),2017-08-31 15:13:06,"POLYGON ((-80.09689999999999 26.10062, -80.0569 26.10062, -80.0569 26.14062, -80.09689999999999 26.14062, -80.09689999999999 26.10062))"
424,2017-08-31T15:14:17,-141.9,PHOW,,5.8,123.0,IMO9375135,26.11272,-80.07658,99.97,244561000.0,0.1,at anchor,VANQUISH,1004.0,15.85,POINT (-80.07658000000001 26.11272),2017-08-31 15:14:17,"POLYGON ((-80.09658 26.09272, -80.05658000000001 26.09272, -80.05658000000001 26.13272, -80.09658 26.13272, -80.09658 26.09272))"
425,2017-08-31T15:14:16,-185.3,C6DH3,70.0,4.3,124.0,IMO9118018,26.12061,-80.07689,90.6,311000674.0,0.0,under way using engine,CHARLOTTE,1004.0,13.75,POINT (-80.07689000000001 26.12061),2017-08-31 15:14:16,"POLYGON ((-80.09689 26.10061, -80.05689000000001 26.10061, -80.05689000000001 26.14061, -80.09689 26.14061, -80.09689 26.10061))"
426,2017-08-31T15:14:28,-77.3,WDE2056,,,309.0,,26.08191,-79.96307,20.06,367319770.0,9.0,,MAVERICK,1019.0,5.7,POINT (-79.96307 26.08191),2017-08-31 15:14:28,"POLYGON ((-79.98307 26.06191, -79.94307000000001 26.06191, -79.94307000000001 26.10191, -79.98307 26.10191, -79.98307 26.06191))"
427,2017-08-31T15:14:22,177.7,,,,511.0,,26.02719,-80.09143,,338143015.0,14.9,,,,,POINT (-80.09143 26.02719),2017-08-31 15:14:22,"POLYGON ((-80.11143 26.00719, -80.07143000000001 26.00719, -80.07143000000001 26.04719, -80.11143 26.04719, -80.11143 26.00719))"
428,2017-08-31T15:14:55,1.1,,,,511.0,,26.82865,-80.02918000000003,,338081352.0,3.6,,PBSO 43314,1018.0,,POINT (-80.02918000000003 26.82865),2017-08-31 15:14:55,"POLYGON ((-80.04918000000002 26.80865, -80.00918000000003 26.80865, -80.00918000000003 26.84865, -80.04918000000002 26.84865, -80.04918000000002 26.80865))"
429,2017-08-31T15:14:04,180.3,WDG2836,0.0,,511.0,,26.219170000000002,-80.06428000000002,17.28,367519770.0,7.8,undefined,COASTLINE BAY STAR,1025.0,,POINT (-80.06428000000002 26.21917),2017-08-31 15:14:04,"POLYGON ((-80.08428000000002 26.19917, -80.04428000000003 26.19917, -80.04428000000003 26.23917, -80.08428000000002 26.23917, -80.08428000000002 26.19917))"
430,2017-08-31T15:13:35,24.5,PBMC,70.0,5.0,139.0,IMO9375111,26.12765,-80.07534,99.97,244985000.0,0.0,at anchor,VANTAGE,1004.0,15.85,POINT (-80.07534 26.12765),2017-08-31 15:13:35,"POLYGON ((-80.09533999999999 26.10765, -80.05534 26.10765, -80.05534 26.14765, -80.09533999999999 26.14765, -80.09533999999999 26.10765))"
431,2017-08-31T15:13:05,179.0,ZCTW8,37.0,2.0,176.0,IMO9461738,25.91087000000001,-80.07403000000002,38.4,319041000.0,11.2,under way using engine,T-ZERO,1019.0,8.11,POINT (-80.07403000000002 25.91087000000001),2017-08-31 15:13:05,"POLYGON ((-80.09403000000002 25.89087000000001, -80.05403000000003 25.89087000000001, -80.05403000000003 25.93087000000001, -80.09403000000002 25.93087000000001, -80.09403000000002 25.89087000000001))"
432,2017-08-31T15:14:24,0.0,WDG5366,,,126.0,,25.7712,-80.10984,18.84,366931000.0,0.0,under way using engine,SONNY,1012.0,,POINT (-80.10984000000001 25.7712),2017-08-31 15:14:24,"POLYGON ((-80.12984 25.7512, -80.08984000000001 25.7512, -80.08984000000001 25.7912, -80.12984 25.7912, -80.12984 25.7512))"
433,2017-08-31T15:14:16,176.0,ZCTW8,37.0,2.0,176.0,IMO9461738,25.9071,-80.07383,38.4,319041000.0,11.3,under way using engine,T-ZERO,1019.0,8.11,POINT (-80.07383 25.9071),2017-08-31 15:14:16,"POLYGON ((-80.09383 25.8871, -80.05383 25.8871, -80.05383 25.9271, -80.09383 25.9271, -80.09383 25.8871))"
434,2017-08-31T15:14:09,188.6,WDB5090,,,511.0,,26.71477,-80.01738,8.84,366905760.0,1.5,,SIRENA,1012.0,3.7,POINT (-80.01738 26.71477),2017-08-31 15:14:09,"POLYGON ((-80.03738 26.69477, -79.99738000000001 26.69477, -79.99738000000001 26.73477, -80.03738 26.73477, -80.03738 26.69477))"
435,2017-08-31T15:14:09,-106.3,V2AY3,70.0,9.3,152.0,IMO9126986,26.13746,-80.0751,157.12,304128000.0,0.1,at anchor,ROTHORN,1004.0,23.74,POINT (-80.07510000000001 26.13746),2017-08-31 15:14:09,"POLYGON ((-80.0951 26.11746, -80.05510000000001 26.11746, -80.05510000000001 26.15746, -80.0951 26.15746, -80.0951 26.11746))"
436,2017-08-31T15:13:25,7.8,,,,511.0,,26.82627,-80.02937,,338081352.0,5.9,,PBSO 43314,1018.0,,POINT (-80.02937 26.82627),2017-08-31 15:13:25,"POLYGON ((-80.04937 26.80627, -80.00937 26.80627, -80.00937 26.84627, -80.04937 26.84627, -80.04937 26.80627))"
437,2017-08-31T15:13:06,-185.3,C6DH3,70.0,4.3,125.0,IMO9118018,26.120620000000002,-80.0769,90.6,311000674.0,0.0,under way using engine,CHARLOTTE,1004.0,13.75,POINT (-80.07689999999999 26.12062),2017-08-31 15:13:06,"POLYGON ((-80.09689999999999 26.10062, -80.0569 26.10062, -80.0569 26.14062, -80.09689999999999 26.14062, -80.09689999999999 26.10062))"
438,2017-08-31T15:13:35,24.5,PBMC,70.0,5.0,139.0,IMO9375111,26.12765,-80.07534,99.97,244985000.0,0.0,at anchor,VANTAGE,1004.0,15.85,POINT (-80.07534 26.12765),2017-08-31 15:13:35,"POLYGON ((-80.09533999999999 26.10765, -80.05534 26.10765, -80.05534 26.14765, -80.09533999999999 26.14765, -80.09533999999999 26.10765))"
439,2017-08-31T15:13:05,179.0,ZCTW8,37.0,2.0,176.0,IMO9461738,25.91087000000001,-80.07403000000002,38.4,319041000.0,11.2,under way using engine,T-ZERO,1019.0,8.11,POINT (-80.07403000000002 25.91087000000001),2017-08-31 15:13:05,"POLYGON ((-80.09403000000002 25.89087000000001, -80.05403000000003 25.89087000000001, -80.05403000000003 25.93087000000001, -80.09403000000002 25.93087000000001, -80.09403000000002 25.89087000000001))"
440,2017-08-31T15:13:25,7.8,,,,511.0,,26.82627,-80.02937,,338081352.0,5.9,,PBSO 43314,1018.0,,POINT (-80.02937 26.82627),2017-08-31 15:13:25,"POLYGON ((-80.04937 26.80627, -80.00937 26.80627, -80.00937 26.84627, -80.04937 26.84627, -80.04937 26.80627))"
383,2017-08-02T19:17:25,-143.0,WDF2960,,12.2,236.0,IMO9144914,26.09675,-79.99492,188.9,367457000.0,4.9,under way using engine,OREGON VOYAGER,1024.0,32.2,POINT (-79.99491999999999 26.09675),2017-08-02 19:17:25,"POLYGON ((-80.01491999999999 26.07675, -79.97492 26.07675, -79.97492 26.11675, -80.01491999999999 26.11675, -80.01491999999999 26.07675))"
384,2017-08-02T19:16:19,-143.9,WDF2960,,12.2,236.0,IMO9144914,26.09688,-79.99324,188.9,367457000.0,4.9,under way using engine,OREGON VOYAGER,1024.0,32.2,POINT (-79.99324 26.09688),2017-08-02 19:16:19,"POLYGON ((-80.01324 26.07688, -79.97324 26.07688, -79.97324 26.11688, -80.01324 26.11688, -80.01324 26.07688))"
385,2017-08-04T15:10:51,-154.5,WDJ4947,,,511.0,,26.29888,-80.05351999999998,,367782740.0,4.8,,GALLANT LADY,1019.0,,POINT (-80.05351999999998 26.29888),2017-08-04 15:10:51,"POLYGON ((-80.07351999999997 26.27888, -80.03351999999998 26.27888, -80.03351999999998 26.31888, -80.07351999999997 26.31888, -80.07351999999997 26.27888))"
386,2017-08-04T15:11:53,-141.6,WDJ4947,,,511.0,,26.29855,-80.0548,,367782740.0,2.7,,GALLANT LADY,1019.0,,POINT (-80.0548 26.29855),2017-08-04 15:11:53,"POLYGON ((-80.0748 26.27855, -80.0348 26.27855, -80.0348 26.31855, -80.0748 26.31855, -80.0748 26.27855))"
387,2017-08-04T15:11:10,2.3,WDC9157,,,511.0,IMO7304015,26.42013,-79.94494,22.86,367098330.0,6.0,under way using engine,ELIZABETH ANNE,1025.0,7.7,POINT (-79.94494 26.42013),2017-08-04 15:11:10,"POLYGON ((-79.96494 26.40013, -79.92494000000001 26.40013, -79.92494000000001 26.44013, -79.96494 26.44013, -79.96494 26.40013))"
388,2017-08-08T15:11:25,1.7,WDI9595,37.0,,511.0,,25.86081,-80.0957,29.69,367750250.0,18.9,moored,HALFTIME,1019.0,6.8,POINT (-80.09569999999999 25.86081),2017-08-08 15:11:25,"POLYGON ((-80.11569999999999 25.84081, -80.0757 25.84081, -80.0757 25.88081, -80.11569999999999 25.88081, -80.11569999999999 25.84081))"
389,2017-08-08T15:12:35,9.2,WDI9595,37.0,,511.0,,25.866770000000002,-80.09525,29.69,367750250.0,18.7,moored,HALFTIME,1019.0,6.8,POINT (-80.09524999999999 25.86677),2017-08-08 15:12:35,"POLYGON ((-80.11524999999999 25.84677, -80.07525 25.84677, -80.07525 25.88677, -80.11524999999999 25.88677, -80.11524999999999 25.84677))"
390,2017-08-08T15:11:03,-201.6,,,,200.0,,26.21626,-79.97143,,338110000.0,7.7,under way using engine,,,,POINT (-79.97143 26.21626),2017-08-08 15:11:03,"POLYGON ((-79.99142999999999 26.19626, -79.95143 26.19626, -79.95143 26.23626, -79.99142999999999 26.23626, -79.99142999999999 26.19626))"
391,2017-08-08T15:12:14,-201.1,,,,200.0,,26.214010000000002,-79.9728,,338110000.0,7.7,under way using engine,,,,POINT (-79.97280000000001 26.21401),2017-08-08 15:12:14,"POLYGON ((-79.9928 26.19401, -79.95280000000001 26.19401, -79.95280000000001 26.23401, -79.9928 26.23401, -79.9928 26.19401))"
392,2017-08-14T16:27:32,9.1,WDF8876,,,511.0,,26.24367,-80.05611999999998,14.48,367499510.0,6.5,,COUNTRY DANCER,1019.0,4.3,POINT (-80.05611999999998 26.24367),2017-08-14 16:27:32,"POLYGON ((-80.07611999999997 26.22367, -80.03611999999998 26.22367, -80.03611999999998 26.26367, -80.07611999999997 26.26367, -80.07611999999997 26.22367))"
393,2017-08-14T15:11:26,38.5,WDH8403,,,511.0,,26.12039,-80.05917,13.62,367657610.0,5.6,,ALL INN,1013.0,,POINT (-80.05916999999999 26.12039),2017-08-14 15:11:26,"POLYGON ((-80.07916999999999 26.10039, -80.03917 26.10039, -80.03917 26.14039, -80.07916999999999 26.14039, -80.07916999999999 26.10039))"
394,2017-08-14T15:11:12,0.0,J8B5341,79.0,5.9,326.0,IMO9142447,26.13914,-80.07472,98.68,376609000.0,0.0,at anchor,ALLEGRO,1004.0,16.9,POINT (-80.07472 26.13914),2017-08-14 15:11:12,"POLYGON ((-80.09472 26.11914, -80.05472 26.11914, -80.05472 26.15914, -80.09472 26.15914, -80.09472 26.11914))"
395,2017-08-14T15:12:21,-61.1,PHAA,,8.2,337.0,IMO9204697,26.60558,-79.88656,100.42,245867000.0,6.6,under way using engine,TRAMPER,1004.0,20.6,POINT (-79.88656 26.60558),2017-08-14 15:12:21,"POLYGON ((-79.90656 26.58558, -79.86656000000001 26.58558, -79.86656000000001 26.62558, -79.90656 26.62558, -79.90656 26.58558))"
396,2017-08-14T15:12:07,88.2,,,,511.0,,26.08432,-80.0504,,316031757.0,6.3,,,,,POINT (-80.0504 26.08432),2017-08-14 15:12:07,"POLYGON ((-80.07039999999999 26.06432, -80.0304 26.06432, -80.0304 26.10432, -80.07039999999999 26.10432, -80.07039999999999 26.06432))"
397,2017-08-14T15:11:11,-61.2,PHAA,,8.2,337.0,IMO9204697,26.60347,-79.88608,100.42,245867000.0,6.6,under way using engine,TRAMPER,1004.0,20.6,POINT (-79.88608000000001 26.60347),2017-08-14 15:11:11,"POLYGON ((-79.90608 26.58347, -79.86608000000001 26.58347, -79.86608000000001 26.62347, -79.90608 26.62347, -79.90608 26.58347))"
398,2017-08-14T15:12:52,19.6,,,,337.0,,26.12783,-80.0662,,354228000.0,0.1,at anchor,,,,POINT (-80.06619999999999 26.12783),2017-08-14 15:12:52,"POLYGON ((-80.08619999999999 26.10783, -80.0462 26.10783, -80.0462 26.14783, -80.08619999999999 26.14783, -80.08619999999999 26.10783))"
399,2017-08-14T15:12:55,59.0,WDH8403,,,511.0,,26.12193,-80.05718,13.62,367657610.0,6.0,,ALL INN,1013.0,,POINT (-80.05718 26.12193),2017-08-14 15:12:55,"POLYGON ((-80.07718 26.10193, -80.03718000000001 26.10193, -80.03718000000001 26.14193, -80.07718 26.14193, -80.07718 26.10193))"
400,2017-08-14T15:11:52,102.1,WDG5366,,,102.0,,25.75485,-80.10804,18.84,366931000.0,8.8,under way using engine,SONNY,1012.0,,POINT (-80.10804 25.75485),2017-08-14 15:11:52,"POLYGON ((-80.12804 25.73485, -80.08804000000001 25.73485, -80.08804000000001 25.77485, -80.12804 25.77485, -80.12804 25.73485))"
401,2017-08-14T15:11:51,159.6,WDI7370,,,511.0,,26.08094,-80.07712,,367728050.0,6.7,,REFLECTION,1019.0,,POINT (-80.07711999999999 26.08094),2017-08-14 15:11:51,"POLYGON ((-80.09711999999999 26.06094, -80.05712 26.06094, -80.05712 26.10094, -80.09711999999999 26.10094, -80.09711999999999 26.06094))"
402,2017-08-16T15:12:01,193.6,WDG9587,90.0,3.4,511.0,IMO8968181,26.01485,-80.0501,44.35,367589310.0,0.1,under way using engine,GO AMERICA,1010.0,10.97,POINT (-80.0501 26.01485),2017-08-16 15:12:01,"POLYGON ((-80.0701 25.99485, -80.0301 25.99485, -80.0301 26.03485, -80.0701 26.03485, -80.0701 25.99485))"
403,2017-08-16T15:13:12,-76.4,WDG9587,90.0,3.4,511.0,IMO8968181,26.01485,-80.05011,44.35,367589310.0,0.1,under way using engine,GO AMERICA,1010.0,10.97,POINT (-80.05011 26.01485),2017-08-16 15:13:12,"POLYGON ((-80.07011 25.99485, -80.03011000000001 25.99485, -80.03011000000001 26.03485, -80.07011 26.03485, -80.07011 25.99485))"
404,2017-08-19T15:12:09,87.4,J8AJ8,70.0,4.6,257.0,IMO7358705,25.79496,-80.09007,76.61,375943000.0,0.2,at anchor,KRISTINA,1004.0,12.3,POINT (-80.09007 25.79496),2017-08-19 15:12:09,"POLYGON ((-80.11006999999999 25.77496, -80.07007 25.77496, -80.07007 25.81496, -80.11006999999999 25.81496, -80.11006999999999 25.77496))"
405,2017-08-19T15:11:29,15.5,J8Y3230,37.0,,14.0,,26.42169,-79.96468,,376377000.0,14.9,under way using engine,TRANQUILITY,1019.0,,POINT (-79.96468 26.42169),2017-08-19 15:11:29,"POLYGON ((-79.98468 26.40169, -79.94468000000001 26.40169, -79.94468000000001 26.44169, -79.98468 26.44169, -79.98468 26.40169))"
406,2017-08-19T15:11:36,0.2,,,,511.0,,26.842940000000002,-79.98886999999998,11.89,338148107.0,2.7,,BULL RUN 2,1019.0,,POINT (-79.98886999999998 26.84294),2017-08-19 15:11:36,"POLYGON ((-80.00886999999997 26.82294, -79.96886999999998 26.82294, -79.96886999999998 26.86294, -80.00886999999997 26.86294, -80.00886999999997 26.82294))"
407,2017-08-19T15:11:43,-120.6,HO4619,73.0,2.3,266.0,IMO9400966,26.04300000000001,-79.94800000000002,59.74,356449000.0,11.4,under way using engine,SEA EXPRESS II,1004.0,11.89,POINT (-79.94800000000002 26.04300000000001),2017-08-19 15:11:43,"POLYGON ((-79.96800000000002 26.02300000000001, -79.92800000000003 26.02300000000001, -79.92800000000003 26.06300000000001, -79.96800000000002 26.06300000000001, -79.96800000000002 26.02300000000001))"
408,2017-08-19T15:12:44,-120.6,HO4619,73.0,2.3,265.0,IMO9400966,26.044,-79.95133,59.74,356449000.0,11.5,under way using engine,SEA EXPRESS II,1004.0,11.89,POINT (-79.95133 26.044),2017-08-19 15:12:44,"POLYGON ((-79.97132999999999 26.024, -79.93133 26.024, -79.93133 26.064, -79.97132999999999 26.064, -79.97132999999999 26.024))"
409,2017-08-19T15:11:59,202.4,KNJK,80.0,13.1,191.0,IMO7816549,26.16133,-80.01326,191.81,303105000.0,2.6,under way using engine,SEABULK TRADER,1024.0,32.36,POINT (-80.01326 26.16133),2017-08-19 15:11:59,"POLYGON ((-80.03326 26.14133, -79.99326000000001 26.14133, -79.99326000000001 26.18133, -80.03326 26.18133, -80.03326 26.14133))"
410,2017-08-19T15:11:06,115.3,D5CV2,,8.0,129.0,IMO9435753,26.72376,-79.87550999999998,138.11,636092457.0,11.9,under way using engine,HHL AMUR,1004.0,21.0,POINT (-79.87550999999998 26.72376),2017-08-19 15:11:06,"POLYGON ((-79.89550999999997 26.70376, -79.85550999999998 26.70376, -79.85550999999998 26.74376, -79.89550999999997 26.74376, -79.89550999999997 26.70376))"
411,2017-08-19T15:12:35,18.9,J8Y3230,37.0,,16.0,,26.426,-79.96315,,376377000.0,14.7,under way using engine,TRANQUILITY,1019.0,,POINT (-79.96315 26.426),2017-08-19 15:12:35,"POLYGON ((-79.98314999999999 26.406, -79.94315 26.406, -79.94315 26.446, -79.98314999999999 26.446, -79.98314999999999 26.406))"
412,2017-08-19T15:12:07,11.1,WDJ4356,,,511.0,,25.85491,-80.10807,10.15,367776920.0,5.3,,EUROPA,1019.0,4.3,POINT (-80.10807 25.85491),2017-08-19 15:12:07,"POLYGON ((-80.12806999999999 25.83491, -80.08807 25.83491, -80.08807 25.87491, -80.12806999999999 25.87491, -80.12806999999999 25.83491))"
