newindex,BaseDateTime,COG,CallSign,Cargo,Draft,Heading,IMO,LAT,LON,Length,MMSI,SOG,Status,VesselName,VesselType,Width,coordinate,datetime,envelope
709,2017-12-02T16:12:12,-115.6,HO2570,70.0,2.2,511.0,IMO9233727,26.04087,-80.00128000000002,57.9,355068000.0,11.0,under way using engine,CARIBBEAN EXPRESS I,1004.0,11.58,POINT (-80.00128000000002 26.04087),2017-12-02 16:12:12,"POLYGON ((-80.02128000000002 26.02087, -79.98128000000003 26.02087, -79.98128000000003 26.06087, -80.02128000000002 26.06087, -80.02128000000002 26.02087))"
710,2017-12-02T16:13:13,-120.6,HO2570,70.0,2.2,511.0,IMO9233727,26.04203,-80.00458,57.9,355068000.0,11.0,under way using engine,CARIBBEAN EXPRESS I,1004.0,11.58,POINT (-80.00458 26.04203),2017-12-02 16:13:13,"POLYGON ((-80.02458 26.02203, -79.98458000000001 26.02203, -79.98458000000001 26.06203, -80.02458 26.06203, -80.02458 26.02203))"
711,2017-12-02T16:12:41,150.0,V2OI1,70.0,7.8,75.0,IMO9210309,26.12492,-80.07551,107.75,304188000.0,0.3,at anchor,SCM ELPIDA,1004.0,18.2,POINT (-80.07550999999999 26.12492),2017-12-02 16:12:41,"POLYGON ((-80.09550999999999 26.10492, -80.05551 26.10492, -80.05551 26.14492, -80.09550999999999 26.14492, -80.09550999999999 26.10492))"
712,2017-12-02T16:12:47,182.1,,,,182.0,,25.84465,-80.06968,,319127700.0,32.0,undefined,,,,POINT (-80.06968000000001 25.84465),2017-12-02 16:12:47,"POLYGON ((-80.08968 25.82465, -80.04968000000001 25.82465, -80.04968000000001 25.86465, -80.08968 25.86465, -80.08968 25.82465))"
713,2017-12-03T16:13:34,79.8,WDJ6591,,,511.0,,26.09902,-80.03735,11.28,367486580.0,6.7,,NO ETA,1019.0,,POINT (-80.03735 26.09902),2017-12-03 16:13:34,"POLYGON ((-80.05735 26.07902, -80.01735000000001 26.07902, -80.01735000000001 26.11902, -80.05735 26.11902, -80.05735 26.07902))"
714,2017-12-03T16:13:36,176.0,2EDQ5,,,511.0,,26.03825,-80.09476,,235084215.0,6.5,,DUPLICAT,,,POINT (-80.09475999999999 26.03825),2017-12-03 16:13:36,"POLYGON ((-80.11475999999999 26.01825, -80.07476 26.01825, -80.07476 26.05825, -80.11475999999999 26.05825, -80.11475999999999 26.01825))"
715,2017-12-03T16:13:17,-173.8,ZGCK2,37.0,3.1,241.0,IMO1004936,25.7794,-80.05179,50.26,319214000.0,8.6,under way using engine,RASSELAS,1019.0,9.6,POINT (-80.05179 25.7794),2017-12-03 16:13:17,"POLYGON ((-80.07178999999999 25.7594, -80.03179 25.7594, -80.03179 25.7994, -80.07178999999999 25.7994, -80.07178999999999 25.7594))"
716,2017-12-03T16:13:13,-133.0,WDH8018,,,511.0,,26.0933,-80.06795,,367653870.0,7.2,,MOANA HERE,,,POINT (-80.06795 26.0933),2017-12-03 16:13:13,"POLYGON ((-80.08794999999999 26.0733, -80.04795 26.0733, -80.04795 26.1133, -80.08794999999999 26.1133, -80.08794999999999 26.0733))"
717,2017-12-03T16:13:52,-118.6,ZGAH2,,,511.0,IMO1005837,26.09087,-80.07199,39.05,319017100.0,11.4,under way using engine,CORINTHIAN,1019.0,9.04,POINT (-80.07199 26.09087),2017-12-03 16:13:52,"POLYGON ((-80.09199 26.07087, -80.05199 26.07087, -80.05199 26.11087, -80.09199 26.11087, -80.09199 26.07087))"
718,2017-12-03T16:12:05,-173.9,ZGCK2,37.0,3.1,242.0,IMO1004936,25.78092,-80.04926999999998,50.26,319214000.0,8.5,under way using engine,RASSELAS,1019.0,9.6,POINT (-80.04926999999998 25.78092),2017-12-03 16:12:05,"POLYGON ((-80.06926999999997 25.76092, -80.02926999999998 25.76092, -80.02926999999998 25.80092, -80.06926999999997 25.80092, -80.06926999999997 25.76092))"
719,2017-12-03T16:12:37,183.2,WDG7002,,,511.0,,25.89961,-80.10814,,367562860.0,25.3,,CATALYST,,,POINT (-80.10814000000001 25.89961),2017-12-03 16:12:37,"POLYGON ((-80.12814 25.87961, -80.08814000000001 25.87961, -80.08814000000001 25.91961, -80.12814 25.91961, -80.12814 25.87961))"
720,2017-12-03T16:13:23,192.0,,,,511.0,,26.32523,-80.04218,11.58,338103756.0,6.7,,SERENITY,1019.0,,POINT (-80.04218 26.32523),2017-12-03 16:13:23,"POLYGON ((-80.06218 26.30523, -80.02218000000001 26.30523, -80.02218000000001 26.34523, -80.06218 26.34523, -80.06218 26.30523))"
721,2017-12-03T16:12:09,-153.0,,,,511.0,,25.79514,-80.01456999999998,,235074957.0,3.9,,,,,POINT (-80.01456999999998 25.79514),2017-12-03 16:12:09,"POLYGON ((-80.03456999999997 25.77514, -79.99456999999998 25.77514, -79.99456999999998 25.81514, -80.03456999999997 25.81514, -80.03456999999997 25.77514))"
722,2017-12-03T16:12:15,191.1,,,,511.0,,26.01959,-80.05778000000002,,512004335.0,6.6,,,,,POINT (-80.05778000000002 26.01959),2017-12-03 16:12:15,"POLYGON ((-80.07778000000002 25.99959, -80.03778000000003 25.99959, -80.03778000000003 26.03959, -80.07778000000002 26.03959, -80.07778000000002 25.99959))"
723,2017-12-03T16:13:47,190.6,,,,511.0,,26.01697,-80.05855,,512004335.0,6.2,,,,,POINT (-80.05855 26.01697),2017-12-03 16:13:47,"POLYGON ((-80.07854999999999 25.99697, -80.03855 25.99697, -80.03855 26.03697, -80.07854999999999 26.03697, -80.07854999999999 25.99697))"
724,2017-12-03T16:13:14,-98.5,WDF2728,31.0,5.9,49.0,IMO9542568,26.13074,-80.07821,41.15,368515000.0,0.1,at anchor,ACHIEVEMENT,1025.0,12.8,POINT (-80.07821 26.13074),2017-12-03 16:13:14,"POLYGON ((-80.09820999999999 26.11074, -80.05821 26.11074, -80.05821 26.15074, -80.09820999999999 26.15074, -80.09820999999999 26.11074))"
725,2017-12-03T16:12:06,176.7,2EDQ5,,,511.0,,26.04111,-80.09493,,235084215.0,6.6,,DUPLICAT,,,POINT (-80.09493000000001 26.04111),2017-12-03 16:12:06,"POLYGON ((-80.11493 26.02111, -80.07493000000001 26.02111, -80.07493000000001 26.06111, -80.11493 26.06111, -80.11493 26.02111))"
726,2017-12-03T16:13:37,-142.3,,,,511.0,,25.7949,-80.01621,,235074957.0,4.3,,,,,POINT (-80.01621 25.7949),2017-12-03 16:13:37,"POLYGON ((-80.03621 25.7749, -79.99621 25.7749, -79.99621 25.8149, -80.03621 25.8149, -80.03621 25.7749))"
727,2017-12-03T16:12:12,-117.4,WDH8018,,,511.0,,26.09288,-80.0658,,367653870.0,6.8,,MOANA HERE,,,POINT (-80.0658 26.09288),2017-12-03 16:12:12,"POLYGON ((-80.08579999999999 26.07288, -80.0458 26.07288, -80.0458 26.11288, -80.08579999999999 26.11288, -80.08579999999999 26.07288))"
728,2017-12-03T16:13:07,183.6,WDI5034,,,511.0,,26.02717,-80.09722,,367704490.0,8.1,,LORD CHARLTON,1019.0,,POINT (-80.09721999999999 26.02717),2017-12-03 16:13:07,"POLYGON ((-80.11721999999999 26.00717, -80.07722 26.00717, -80.07722 26.04717, -80.11721999999999 26.04717, -80.11721999999999 26.00717))"
729,2017-12-03T16:12:48,-117.4,ZJL7474,,,511.0,,25.82196,-80.08273,,378111106.0,5.4,,NICOLIN,,,POINT (-80.08273 25.82196),2017-12-03 16:12:48,"POLYGON ((-80.10272999999999 25.80196, -80.06273 25.80196, -80.06273 25.84196, -80.10272999999999 25.84196, -80.10272999999999 25.80196))"
730,2017-12-03T16:12:02,-125.6,ZGAH2,,,511.0,IMO1005837,26.08915,-80.06654,39.05,319017100.0,8.4,under way using engine,CORINTHIAN,1019.0,9.04,POINT (-80.06654 26.08915),2017-12-03 16:12:02,"POLYGON ((-80.08654 26.06915, -80.04654000000001 26.06915, -80.04654000000001 26.10915, -80.08654 26.10915, -80.08654 26.06915))"
731,2017-12-03T16:13:02,-195.3,,,,511.0,,25.8072,-80.02088,10.64,338161564.0,4.1,,GANNET,1019.0,,POINT (-80.02088000000001 25.8072),2017-12-03 16:13:02,"POLYGON ((-80.04088 25.7872, -80.00088000000001 25.7872, -80.00088000000001 25.8272, -80.04088 25.8272, -80.04088 25.7872))"
732,2017-12-03T16:13:51,187.9,ZGFS7,,,511.0,,26.29723,-80.03858000000002,,319112800.0,10.5,,SUNNY,,,POINT (-80.03858000000002 26.29723),2017-12-03 16:13:51,"POLYGON ((-80.05858000000002 26.27723, -80.01858000000003 26.27723, -80.01858000000003 26.31723, -80.05858000000002 26.31723, -80.05858000000002 26.27723))"
733,2017-12-03T16:13:29,142.0,J8B5341,79.0,5.9,52.0,IMO9142447,26.11095,-80.07618000000002,98.68,376609000.0,0.1,at anchor,ALLEGRO,1004.0,16.9,POINT (-80.07618000000002 26.11095),2017-12-03 16:13:29,"POLYGON ((-80.09618000000002 26.09095, -80.05618000000003 26.09095, -80.05618000000003 26.13095, -80.09618000000002 26.13095, -80.09618000000002 26.09095))"
734,2017-12-03T16:12:09,-49.8,,,,511.0,,26.11367000000001,-80.08055,14.42,338125876.0,7.3,,JUST US,1019.0,,POINT (-80.08055 26.11367000000001),2017-12-03 16:12:09,"POLYGON ((-80.10055 26.09367000000001, -80.06055000000001 26.09367000000001, -80.06055000000001 26.13367000000001, -80.10055 26.13367000000001, -80.10055 26.09367000000001))"
735,2017-12-03T16:13:24,182.2,,,,511.0,,26.28007,-80.06978000000002,,338023443.0,12.9,,,,,POINT (-80.06978000000002 26.28007),2017-12-03 16:13:24,"POLYGON ((-80.08978000000002 26.26007, -80.04978000000003 26.26007, -80.04978000000003 26.30007, -80.08978000000002 26.30007, -80.08978000000002 26.26007))"
736,2017-12-03T16:12:03,80.3,WDJ6591,,,511.0,,26.09855,-80.04052,11.28,367486580.0,6.6,,NO ETA,1019.0,,POINT (-80.04052 26.09855),2017-12-03 16:12:03,"POLYGON ((-80.06052 26.07855, -80.02052 26.07855, -80.02052 26.11855, -80.06052 26.11855, -80.06052 26.07855))"
737,2017-12-07T16:11:16,185.0,,,,511.0,,26.28237,-80.05821,12.65,338127775.0,8.7,,TWIN SHIP,1019.0,,POINT (-80.05821 26.28237),2017-12-07 16:11:16,"POLYGON ((-80.07821 26.26237, -80.03821000000001 26.26237, -80.03821000000001 26.30237, -80.07821 26.30237, -80.07821 26.26237))"
738,2017-12-07T16:11:05,21.9,WDJ3484,,,511.0,,26.13539,-80.05274,34.14,367768390.0,13.7,,GEORGIA,,,POINT (-80.05274 26.13539),2017-12-07 16:11:05,"POLYGON ((-80.07274 26.11539, -80.03274 26.11539, -80.03274 26.15539, -80.07274 26.15539, -80.07274 26.11539))"
739,2017-12-07T16:13:23,151.6,WDA9117,,,511.0,,26.06005,-80.05736,13.11,366861610.0,4.8,,DOUBLETAKE,1019.0,3.9,POINT (-80.05736 26.06005),2017-12-07 16:13:23,"POLYGON ((-80.07736 26.04005, -80.03736000000001 26.04005, -80.03736000000001 26.08005, -80.07736 26.08005, -80.07736 26.04005))"
740,2017-12-07T16:13:53,189.5,WDG9353,,,187.0,IMO8207599,25.78698,-80.02682,38.41,367586890.0,2.2,power-driven vessel towing astern,GENESIS FREEDOM,1025.0,11.29,POINT (-80.02682 25.78698),2017-12-07 16:13:53,"POLYGON ((-80.04682 25.76698, -80.00682 25.76698, -80.00682 25.80698, -80.04682 25.80698, -80.04682 25.76698))"
741,2017-12-07T16:12:37,178.2,,,,511.0,,25.8507,-80.09277,,368330000.0,20.0,,,,,POINT (-80.09277 25.8507),2017-12-07 16:12:37,"POLYGON ((-80.11277 25.8307, -80.07277000000001 25.8307, -80.07277000000001 25.8707, -80.11277 25.8707, -80.11277 25.8307))"
742,2017-12-07T16:12:36,0.1,ZJL9082,,,511.0,,26.17237,-80.05773,22.56,378112112.0,6.9,,WOOFIE,1019.0,,POINT (-80.05773000000001 26.17237),2017-12-07 16:12:36,"POLYGON ((-80.07773 26.15237, -80.03773000000001 26.15237, -80.03773000000001 26.19237, -80.07773 26.19237, -80.07773 26.15237))"
743,2017-12-07T16:13:23,4.8,WDH9372,,,511.0,,25.90718,-80.10623000000002,16.46,367667380.0,19.4,,GOLDEN GIRL,1019.0,,POINT (-80.10623000000002 25.90718),2017-12-07 16:13:23,"POLYGON ((-80.12623000000002 25.88718, -80.08623000000003 25.88718, -80.08623000000003 25.92718, -80.12623000000002 25.92718, -80.12623000000002 25.88718))"
744,2017-12-07T16:13:18,134.0,A8NR9,79.0,8.5,134.0,IMO9435521,25.788,-80.08425,147.83,636091437.0,0.0,at anchor,FRISIA INN,1004.0,23.45,POINT (-80.08425 25.788),2017-12-07 16:13:18,"POLYGON ((-80.10424999999999 25.768, -80.06425 25.768, -80.06425 25.808, -80.10424999999999 25.808, -80.10424999999999 25.768))"
745,2017-12-07T16:12:57,14.0,,,,511.0,,25.83782,-80.09293000000002,,316035998.0,6.7,,,,,POINT (-80.09293000000002 25.83782),2017-12-07 16:12:57,"POLYGON ((-80.11293000000002 25.81782, -80.07293000000003 25.81782, -80.07293000000003 25.85782, -80.11293000000002 25.85782, -80.11293000000002 25.81782))"
746,2017-12-07T16:12:44,186.8,WDG9353,,,186.0,IMO8207599,25.78769,-80.0267,38.41,367586890.0,2.3,power-driven vessel towing astern,GENESIS FREEDOM,1025.0,11.29,POINT (-80.02670000000001 25.78769),2017-12-07 16:12:44,"POLYGON ((-80.0467 25.76769, -80.00670000000001 25.76769, -80.00670000000001 25.80769, -80.0467 25.80769, -80.0467 25.76769))"
747,2017-12-07T16:13:55,193.3,WDF9335,,,511.0,,25.95274,-80.09437,18.68,367504090.0,9.8,,BERNADETTE,1019.0,,POINT (-80.09437 25.95274),2017-12-07 16:13:55,"POLYGON ((-80.11436999999999 25.93274, -80.07437 25.93274, -80.07437 25.97274, -80.11436999999999 25.97274, -80.11436999999999 25.93274))"
748,2017-12-08T16:11:18,82.9,WDC3840,50.0,,511.0,,26.09671,-80.07134,12.8,367015090.0,20.9,reserved for future use (10),PILOT NO 5,1005.0,3.7,POINT (-80.07134000000001 26.09671),2017-12-08 16:11:18,"POLYGON ((-80.09134 26.07671, -80.05134000000001 26.07671, -80.05134000000001 26.11671, -80.09134 26.11671, -80.09134 26.07671))"
749,2017-12-08T16:11:20,-50.8,ZCPX7,,,358.0,IMO1009065,25.98266,-80.04669,60.96,319654000.0,12.4,under way using engine,MAJESTIC,1019.0,10.9,POINT (-80.04669 25.98266),2017-12-08 16:11:20,"POLYGON ((-80.06668999999999 25.96266, -80.02669 25.96266, -80.02669 26.00266, -80.06668999999999 26.00266, -80.06668999999999 25.96266))"
750,2017-12-08T16:11:39,123.0,,,,140.0,,26.23637,-80.06328,19.02,338195507.0,25.4,under way using engine,WYBULU,1019.0,,POINT (-80.06328000000001 26.23637),2017-12-08 16:11:39,"POLYGON ((-80.08328 26.21637, -80.04328000000001 26.21637, -80.04328000000001 26.25637, -80.08328 26.25637, -80.08328 26.21637))"
751,2017-12-08T16:12:40,110.0,,,,127.0,,26.23265,-80.05632,19.02,338195507.0,25.8,under way using engine,WYBULU,1019.0,,POINT (-80.05632 26.23265),2017-12-08 16:12:40,"POLYGON ((-80.07632 26.21265, -80.03632 26.21265, -80.03632 26.25265, -80.07632 26.25265, -80.07632 26.21265))"
752,2017-12-08T16:11:46,151.5,,,,511.0,,26.01718,-80.03164,12.95,338205495.0,6.2,,DONSDAY,1019.0,6.9,POINT (-80.03164 26.01718),2017-12-08 16:11:46,"POLYGON ((-80.05163999999999 25.99718, -80.01164 25.99718, -80.01164 26.03718, -80.05163999999999 26.03718, -80.05163999999999 25.99718))"
753,2017-12-08T16:11:02,136.6,WCU2633,,,249.0,IMO9123568,26.09312000000001,-80.08973,30.48,366693850.0,0.4,undefined,BROWARD,1025.0,12.8,POINT (-80.08973 26.09312000000001),2017-12-08 16:11:02,"POLYGON ((-80.10973 26.07312000000001, -80.06973000000001 26.07312000000001, -80.06973000000001 26.11312000000001, -80.10973 26.11312000000001, -80.10973 26.07312000000001))"
754,2017-12-08T16:11:05,179.7,WDJ5328,,,511.0,,25.8185,-80.10389,,369265000.0,14.7,under way using engine,LADY DORIS,1019.0,,POINT (-80.10389000000001 25.8185),2017-12-08 16:11:05,"POLYGON ((-80.12389 25.7985, -80.08389000000001 25.7985, -80.08389000000001 25.8385, -80.12389 25.8385, -80.12389 25.7985))"
755,2017-12-08T16:12:10,-146.3,V2ER,,,264.0,IMO9126974,26.09579,-80.04741999999997,157.13,304010697.0,6.4,under way using engine,WEISSHORN,1004.0,23.74,POINT (-80.04741999999997 26.09579),2017-12-08 16:12:10,"POLYGON ((-80.06741999999997 26.07579, -80.02741999999998 26.07579, -80.02741999999998 26.11579, -80.06741999999997 26.11579, -80.06741999999997 26.07579))"
756,2017-12-08T16:12:26,4.5,ZCPX7,,,5.0,IMO1009065,25.98639,-80.04661999999998,60.96,319654000.0,12.3,under way using engine,MAJESTIC,1019.0,10.9,POINT (-80.04661999999998 25.98639),2017-12-08 16:12:26,"POLYGON ((-80.06661999999997 25.96639, -80.02661999999998 25.96639, -80.02661999999998 26.00639, -80.06661999999997 26.00639, -80.06661999999997 25.96639))"
757,2017-12-08T16:12:09,187.1,WDJ5328,,,511.0,,25.81413,-80.10382,,369265000.0,14.5,under way using engine,LADY DORIS,1019.0,,POINT (-80.10382 25.81413),2017-12-08 16:12:09,"POLYGON ((-80.12381999999999 25.79413, -80.08382 25.79413, -80.08382 25.83413, -80.12381999999999 25.83413, -80.12381999999999 25.79413))"
758,2017-12-08T16:12:24,0.3,HBY3311,,,511.0,,25.87401,-80.09875,,269291000.0,8.1,,SEA BREEZE,,,POINT (-80.09875 25.87401),2017-12-08 16:12:24,"POLYGON ((-80.11874999999999 25.85401, -80.07875 25.85401, -80.07875 25.89401, -80.11874999999999 25.89401, -80.11874999999999 25.85401))"
759,2017-12-11T13:52:27,35.5,J8B5341,79.0,5.9,279.0,IMO9142447,26.13559,-80.07155,98.68,376609000.0,0.2,at anchor,ALLEGRO,1004.0,16.9,POINT (-80.07155 26.13559),2017-12-11 13:52:27,"POLYGON ((-80.09155 26.11559, -80.05155000000001 26.11559, -80.05155000000001 26.15559, -80.09155 26.15559, -80.09155 26.11559))"
760,2017-12-15T16:11:23,0.2,,,,511.0,,26.40871,-80.01273,,316035998.0,8.7,,,,,POINT (-80.01273 26.40871),2017-12-15 16:11:23,"POLYGON ((-80.03273 26.38871, -79.99273000000001 26.38871, -79.99273000000001 26.42871, -80.03273 26.42871, -80.03273 26.38871))"
761,2017-12-15T16:11:49,187.8,D5GX2,70.0,10.7,185.0,IMO9362736,26.52462,-79.98731,179.65,636016590.0,11.6,under way using engine,MELBOURNE STRAIT,1004.0,27.65,POINT (-79.98730999999999 26.52462),2017-12-15 16:11:49,"POLYGON ((-80.00730999999999 26.50462, -79.96731 26.50462, -79.96731 26.54462, -80.00730999999999 26.54462, -80.00730999999999 26.50462))"
762,2017-12-15T16:11:27,7.5,KTEO,,,9.0,IMO9704788,26.2282,-79.8936,183.0,369037000.0,16.9,under way using engine,TEXAS,1024.0,,POINT (-79.89360000000001 26.2282),2017-12-15 16:11:27,"POLYGON ((-79.9136 26.2082, -79.87360000000001 26.2082, -79.87360000000001 26.2482, -79.9136 26.2482, -79.9136 26.2082))"
763,2017-12-15T16:11:39,-135.4,WDI3471,,,511.0,,26.775340000000003,-80.01198000000002,17.13,367688660.0,3.7,,GANDY DANCER,1019.0,,POINT (-80.01198000000002 26.77534),2017-12-15 16:11:39,"POLYGON ((-80.03198000000002 26.75534, -79.99198000000003 26.75534, -79.99198000000003 26.79534, -80.03198000000002 26.79534, -80.03198000000002 26.75534))"
764,2017-12-15T16:10:20,6.0,KTEO,,,8.0,IMO9704788,26.22304,-79.89432,183.0,369037000.0,16.9,under way using engine,TEXAS,1024.0,,POINT (-79.89431999999999 26.22304),2017-12-15 16:10:20,"POLYGON ((-79.91431999999999 26.20304, -79.87432 26.20304, -79.87432 26.24304, -79.91431999999999 26.24304, -79.91431999999999 26.20304))"
765,2017-12-16T16:11:36,185.3,,,,511.0,,26.13117,-80.08632,,244010189.0,7.0,,,,,POINT (-80.08632 26.13117),2017-12-16 16:11:36,"POLYGON ((-80.10632 26.11117, -80.06632 26.11117, -80.06632 26.15117, -80.10632 26.15117, -80.10632 26.11117))"
766,2017-12-16T16:11:06,-68.2,,,,511.0,,26.52542,-80.02603,14.02,338173004.0,1.7,,RAINMAKER,1019.0,,POINT (-80.02603000000001 26.52542),2017-12-16 16:11:06,"POLYGON ((-80.04603 26.50542, -80.00603000000001 26.50542, -80.00603000000001 26.54542, -80.04603 26.54542, -80.04603 26.50542))"
767,2017-12-16T16:10:47,186.5,,,,511.0,,26.3865,-80.04811,,338303734.0,7.2,,,,,POINT (-80.04810999999999 26.3865),2017-12-16 16:10:47,"POLYGON ((-80.06810999999999 26.3665, -80.02811 26.3665, -80.02811 26.4065, -80.06810999999999 26.4065, -80.06810999999999 26.3665))"
768,2017-12-16T16:10:35,184.3,,,,511.0,,26.13312,-80.08613000000003,,244010189.0,6.8,,,,,POINT (-80.08613000000003 26.13312),2017-12-16 16:10:35,"POLYGON ((-80.10613000000002 26.11312, -80.06613000000003 26.11312, -80.06613000000003 26.15312, -80.10613000000002 26.15312, -80.10613000000002 26.11312))"
769,2017-12-16T16:11:14,12.3,,,,511.0,,26.38534000000001,-80.0376,,338233163.0,1.9,,,,,POINT (-80.0376 26.38534000000001),2017-12-16 16:11:14,"POLYGON ((-80.05759999999999 26.36534000000001, -80.0176 26.36534000000001, -80.0176 26.40534000000001, -80.05759999999999 26.40534000000001, -80.05759999999999 26.36534000000001))"
770,2017-12-16T16:11:18,196.6,ZCFS9,37.0,2.9,200.0,IMO8986808,26.12094,-80.08021,47.24,319448000.0,5.4,under way using engine,ONE MORE TOY,1019.0,8.38,POINT (-80.08020999999999 26.12094),2017-12-16 16:11:18,"POLYGON ((-80.10020999999999 26.10094, -80.06021 26.10094, -80.06021 26.14094, -80.10020999999999 26.14094, -80.10020999999999 26.10094))"
771,2017-12-16T16:11:02,-103.6,V2PW6,70.0,6.0,276.0,IMO9116204,26.12405,-80.0724,99.95,305289000.0,0.0,at anchor,CARIBE NAVIGATOR,1004.0,16.74,POINT (-80.0724 26.12405),2017-12-16 16:11:02,"POLYGON ((-80.0924 26.10405, -80.05240000000001 26.10405, -80.05240000000001 26.14405, -80.0924 26.14405, -80.0924 26.10405))"
772,2017-12-16T16:10:08,198.4,ZCFS9,37.0,2.9,201.0,IMO8986808,26.12264,-80.07963000000002,47.24,319448000.0,5.3,under way using engine,ONE MORE TOY,1019.0,8.38,POINT (-80.07963000000002 26.12264),2017-12-16 16:10:08,"POLYGON ((-80.09963000000002 26.10264, -80.05963000000003 26.10264, -80.05963000000003 26.14264, -80.09963000000002 26.14264, -80.09963000000002 26.10264))"
773,2017-12-18T16:10:41,-50.6,ZCSY5,37.0,3.0,511.0,IMO1006386,25.89073,-80.00317,55.34,319447000.0,16.4,under way using engine,KISSES,1019.0,9.9,POINT (-80.00317 25.89073),2017-12-18 16:10:41,"POLYGON ((-80.02316999999999 25.87073, -79.98317 25.87073, -79.98317 25.91073, -80.02316999999999 25.91073, -80.02316999999999 25.87073))"
774,2017-12-18T16:11:47,-51.6,ZCSY5,37.0,3.0,511.0,IMO1006386,25.89579,-80.00334000000002,55.34,319447000.0,16.5,under way using engine,KISSES,1019.0,9.9,POINT (-80.00334000000002 25.89579),2017-12-18 16:11:47,"POLYGON ((-80.02334000000002 25.87579, -79.98334000000003 25.87579, -79.98334000000003 25.91579, -80.02334000000002 25.91579, -80.02334000000002 25.87579))"
775,2017-12-20T15:21:21,-56.9,,,,511.0,,25.70876,-80.12971999999998,,338107982.0,5.4,,BASIA,1019.0,,POINT (-80.12971999999998 25.70876),2017-12-20 15:21:21,"POLYGON ((-80.14971999999997 25.68876, -80.10971999999998 25.68876, -80.10971999999998 25.72876, -80.14971999999997 25.72876, -80.14971999999997 25.68876))"
776,2017-12-20T15:21:04,150.0,J8B5341,79.0,5.9,150.0,IMO9142447,26.13269,-80.07509,98.68,376609000.0,0.2,under way using engine,ALLEGRO,1004.0,16.9,POINT (-80.07509 26.13269),2017-12-20 15:21:04,"POLYGON ((-80.09509 26.11269, -80.05509000000001 26.11269, -80.05509000000001 26.15269, -80.09509 26.15269, -80.09509 26.11269))"
777,2017-12-20T15:20:18,-186.6,ZCEU8,79.0,12.5,212.0,IMO9290816,26.11267,-80.0305,267.7,310761000.0,6.4,under way using engine,LIMARI,1004.0,32.3,POINT (-80.0305 26.11267),2017-12-20 15:20:18,"POLYGON ((-80.0505 26.09267, -80.01050000000001 26.09267, -80.01050000000001 26.13267, -80.0505 26.13267, -80.0505 26.09267))"
778,2017-12-20T15:21:29,201.0,WDH8648,,,511.0,,25.71954,-80.11109,27.89,367660140.0,24.0,,BODACIOUS,1019.0,,POINT (-80.11109 25.71954),2017-12-20 15:21:29,"POLYGON ((-80.13109 25.69954, -80.09109000000001 25.69954, -80.09109000000001 25.73954, -80.13109 25.73954, -80.13109 25.69954))"
